Protocol,Run,Timestamp,AverageRTT,MinRTT,MaxRTT,PacketLoss,Jitter,ResponseTime,TTFB,DataSize,ThroughputMbps,StatusCode
HTTP/2,1,1786689682858,191.8,190.0,195.0,0.0,2.5,682,680,1928,0.022605895149625552,200
HTTP/2,2,1786689689763,190.4,190.0,191.0,0.0,0.75,626,626,1928,0.024611319387876408,200
HTTP/2,3,1786689696637,191.4,190.0,194.0,0.0,2.0,614,614,1928,0.025107378645770766,200
HTTP/2,4,1786689703509,194.0,190.0,202.0,0.0,5.25,597,597,1928,0.02579788368372504,200
HTTP/2,5,1786689710447,192.4,191.0,195.0,0.0,2.5,649,649,1928,0.02374790027236797,200
HTTP/2,6,1786689717341,191.4,190.0,193.0,0.0,2.75,619,617,1928,0.024886450728086807,200
HTTP/2,7,1786689724237,192.6,190.0,197.0,0.0,2.25,613,613,1928,0.0251300656861857,200
HTTP/2,8,1786689731167,191.0,190.0,193.0,0.0,1.25,630,630,1928,0.024454529542035662,200
HTTP/2,9,1786689738067,191.6,190.0,194.0,0.0,1.5,634,633,1928,0.024323571628849797,200
HTTP/2,10,1786689745026,192.4,190.0,196.0,0.0,2.75,655,655,1928,0.023514109227793848,200
HTTP/2,11,1786689751924,192.0,190.0,194.0,0.0,1.75,638,638,1928,0.024167911832248617,200
HTTP/2,12,1786689758867,191.6,190.0,196.0,0.0,1.75,653,652,1928,0.023619935875181873,200
HTTP/2,13,1786689765805,190.6,190.0,191.0,0.0,0.25,663,663,1928,0.02325758834611465,200
HTTP/2,14,1786689772706,195.2,191.0,205.0,0.0,8.0,614,614,1928,0.025082170778620568,200
HTTP/2,15,1786689779596,191.0,190.0,193.0,0.0,1.75,627,627,1928,0.024594530682809167,200
HTTP/2,16,1786689786491,191.6,190.0,194.0,0.0,1.5,629,629,1928,0.02449683339040367,200
HTTP/2,17,1786689793412,193.0,190.0,203.0,0.0,3.75,659,659,1928,0.023392809774627328,200
HTTP/2,18,1786689800345,193.2,190.0,204.0,0.0,7.0,651,651,1928,0.023664728002151674,200
HTTP/2,19,1786689807275,191.0,190.0,192.0,0.0,1.5,662,662,1928,0.023270480104524045,200
HTTP/2,20,1786689814187,196.0,190.0,205.0,0.0,6.25,645,645,1928,0.023895151347835878,200
HTTP/2,21,1786689821086,191.6,190.0,193.0,0.0,1.5,622,622,1928,0.024768863816694988,200
HTTP/2,22,1786689827990,196.6,190.0,205.0,0.0,3.75,620,619,1928,0.024868763420731944,200
HTTP/2,23,1786689834907,192.8,190.0,201.0,0.0,5.25,637,637,1928,0.024200716575937517,200
HTTP/2,24,1786689841832,190.6,190.0,192.0,0.0,1.0,645,645,1928,0.023877406607744088,200
HTTP/2,25,1786689848776,190.4,190.0,191.0,0.0,0.75,645,644,1928,0.023903427919557154,200
