Protocol,Run,Timestamp,AverageRTT,MinRTT,MaxRTT,PacketLoss,Jitter,ResponseTime,TTFB,DataSize,ThroughputMbps,StatusCode
HTTP/1.1,56,1786709904034,237.5,229.0,242.0,20.0,5.666666666666667,1234,1233,2859,0.018532714917142024,200
HTTP/1.1,57,1786709911079,244.2,229.0,265.0,0.0,22.75,711,710,2859,0.032149418894193246,200
HTTP/1.1,58,1786709924031,234.0,229.0,240.0,20.0,6.666666666666667,2840,2840,2859,0.008051163043162217,200
HTTP/1.1,59,1786709931144,234.6,230.0,240.0,0.0,4.75,802,586,2859,0.0285135942599811,200
HTTP/1.1,60,1786709939473,239.0,229.0,252.0,0.0,12.75,1971,1638,2859,0.011599511351819792,200
HTTP/1.1,61,1786709949764,238.0,236.0,240.0,20.0,2.0,620,619,2859,0.036860435901407036,200
HTTP/1.1,62,1786709956794,237.0,228.0,251.0,0.0,10.75,701,700,2859,0.03262280692495813,200
HTTP/1.1,63,1786709963884,244.4,233.0,254.0,0.0,7.0,757,756,2859,0.030185730933643393,200
HTTP/1.1,64,1786709970936,237.0,229.0,242.0,0.0,7.75,694,694,2859,0.03293482843707593,200
HTTP/1.1,65,1786709978960,239.2,233.0,245.0,0.0,4.75,1649,720,2859,0.013863820453584296,200
HTTP/1.1,66,1786709985971,236.4,229.0,242.0,0.0,6.75,667,666,2859,0.03428351471379141,200
HTTP/1.1,67,1786709993287,238.8,235.0,241.0,0.0,2.5,986,985,2859,0.023192638223439043,200
HTTP/1.1,68,1786710000482,237.4,235.0,239.0,0.0,2.0,843,843,2859,0.027102737291148243,200
HTTP/1.1,69,1786710007551,238.6,234.0,243.0,0.0,4.25,739,738,2859,0.030936649257362166,200
